64 64 0 0 1 131614866406 82.259292 131621638222 82.263524 131614866406 82.259292 131621488212 82.263430 539121615717976 336951.009824 130219575075 81.387234 130163495752 81.352185 130193190339 81.370744 533271307632420 333294.567270 1431106769 0.894442 1150868408 0.719293 1182907938 0.739317 4845190915734 3028.244322
64 64 0 1 1 205730179109 128.581362 205736305442 128.585191 205730179109 128.581362 205736155754 128.585097 842695293972311 526684.558733 130318068869 81.448793 130252462320 81.407789 130284859406 81.428037 533646784126993 333529.240079 75453390021 47.158369 74788803467 46.743002 74833973069 46.771233 306519953692358 191574.971058
64 64 4 0 1 154746052851 96.716283 154751771440 96.719857 154746052851 96.716283 154751636355 96.719773 633862702513577 396164.189071 130296908672 81.435568 130234610909 81.396632 130264265669 81.415166 533562432183700 333476.520115 24503595567 15.314747 168689422 0.105431 11576427444 7.235267 47417046811533 29635.654257
64 64 4 1 1 159377141564 99.610713 159384556244 99.615348 159377141564 99.610713 159384407412 99.615255 652838532759902 408024.082975 130266647653 81.416655 130220885937 81.388054 130244942278 81.403089 533483283573804 333427.052234 29143509445 18.214693 51354310 0.032096 7741479852 4.838425 31709101476003 19818.188423
64 64 8 0 1 161613620753 101.008513 161620691232 101.012932 161613620753 101.008513 161620560052 101.012850 661997813974831 413748.633734 130220038019 81.387524 130164075427 81.352547 130192111533 81.370070 533266888840294 333291.805525 31437768167 19.648605 104688130 0.065430 11508144175 7.192590 47137358542169 29460.849089
64 64 8 1 1 163475687145 102.172304 163481500932 102.175938 163475687145 102.172304 163481355498 102.175847 669619632120308 418512.270075 130322268511 81.451418 130267415810 81.417135 130295250472 81.434532 533689345936769 333555.841210 33195604031 20.747253 55228831 0.034518 10157568859 6.348481 41605402048858 26003.376281
64 64 32 0 1 162061985914 101.288741 162069638044 101.293524 162061985914 101.288741 162069480186 101.293425 663836590842897 414897.869277 130260053399 81.412533 130202629801 81.376644 130231715434 81.394822 533429106421056 333393.191513 31862970260 19.914356 71470355 0.044669 9241577846 5.775986 37853502859914 23658.439287
64 64 32 1 1 164200044070 102.625028 164204631346 102.627895 164200044070 102.625028 164204492939 102.627808 672581603081577 420363.501926 130261981228 81.413738 130207083954 81.379427 130238063544 81.398790 533455108277159 333409.442673 33950576509 21.219110 46303144 0.028939 11922837431 7.451773 48835942120637 30522.463825
64 16 0 0 4 198778758775 124.236724 198780847337 124.238030 198778758775 124.236724 198780630097 124.237894 203551365219579 127219.603262 194158856074 121.349285 190454154035 119.033846 192738133646 120.461334 197363848854116 123352.405534 8062643538 5.039152 4358316092 2.723948 5791067906 3.619417 5930053536346 3706.283460
64 16 0 1 4 255148254875 159.467659 255150032343 159.468770 255148254875 159.467659 255149839371 159.468650 261273435515905 163295.897197 194009221681 121.255764 189371001186 118.356876 192380243898 120.237652 196997369752306 123123.356095 64058422278 40.036514 53746692434 33.591683 55565730850 34.728582 56899308390793 35562.067744
